bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
11380,Die Geisha,Arthur Golden,4.11,3442726328.0,9780000000000.0,ger,573.0,314,14,2000-02-01,Wilhelm Goldmann Verlag  GmbH
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,766144739.0,9780000000000.0,eng,184.0,9,0,2003-04-07,Kessinger Publishing
11389,Arrowsmith,Sinclair Lewis and EL Doctorow,3.82,451526910.0,9780000000000.0,eng,428.0,5889,300,1953-06-01,Harcourt Brace Jovanovich
11390,Something Wicked This Way Comes,Ray Bradbury,3.94,965020452.0,9780000000000.0,eng,293.0,834,54,2001-01-01,Bookspan
11399,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,Charles R Swindoll,4.2,1418503460.0,9780000000000.0,en-US,268.0,3,0,2005-04-06,Nelson Reference & Electronic Publishing
11406,A Door of Hope,Jan Frank,3.97,898401879.0,9780000000000.0,eng,197.0,28,3,1987-04-01,Here's Life Publishers
11413,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge and Stasi Eldredge,3.91,785264698.0,9780000000000.0,en-US,243.0,42509,738,2005-04-05,Nelson Books
11426,Family (Firstborn  #4),Karen Kingsbury,4.42,842387463.0,9780000000000.0,eng,345.0,8370,143,2006-10-01,Tyndale House Publishers
11427,Found (Firstborn  #3),Karen Kingsbury,4.44,842387455.0,9780000000000.0,eng,342.0,8874,174,2006-08-01,Tyndale House Publishers
11428,Forever (Firstborn  #5),Karen Kingsbury,4.43,1414307640.0,9780000000000.0,eng,346.0,8158,146,2007-02-22,Tyndale House Publishers
11430,Return (Redemption  #3),Karen Kingsbury and Gary Smalley,4.45,842382895.0,9780000000000.0,eng,384.0,13180,288,2003-09-01,Tyndale House Publishers
11431,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,4.49,446579629.0,9780000000000.0,eng,640.0,718,36,2006-10-10,FaithWords
11432,Reunion (Redemption  #5),Karen Kingsbury and Gary Smalley,4.5,842386882.0,9780000000000.0,en-US,400.0,12509,271,2004-07-01,Tyndale House Publishers
11433,Redemption (Redemption  #1),Karen Kingsbury and Gary Smalley,4.38,842356223.0,9780000000000.0,eng,384.0,25248,859,2002-07-22,Tyndale House Publishers
11434,Forgiven (Firstborn  #2),Karen Kingsbury,4.41,842387447.0,9780000000000.0,eng,358.0,9804,172,2005-09-23,Tyndale House Publishers
11436,Rejoice (Redemption  #4),Karen Kingsbury and Gary Smalley,4.46,84386874.0,9780000000000.0,eng,344.0,12550,201,2004-03-22,Tyndale House Publishers
11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,4.42,679722319.0,9780000000000.0,eng,544.0,18280,772,2000-09-12,Vintage Contemporaries
11439,All of Us: The Collected Poems,Raymond Carver,4.3,375703802.0,9780000000000.0,eng,416.0,1651,107,2000-04-04,Vintage
11441,Short Cuts: Selected Stories,Raymond Carver and Robert Altman,4.11,679748644.0,9780000000000.0,eng,157.0,4455,232,1993-09-14,Vintage
11449,Cathedral,Raymond Carver,4.28,679723692.0,9780000000000.0,eng,230.0,21895,894,1989-06-18,Vintage Contemporaries
11463,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff and Luann Walther,4.08,679760237.0,9780000000000.0,eng,240.0,2398,175,1995-09-26,Vintage
11464,Old School,Tobias Wolff,3.82,747574650.0,9780000000000.0,eng,196.0,7772,826,2005-02-07,Bloomsbury
11466,This Boy's Life,Tobias Wolff,3.98,802136680.0,9780000000000.0,eng,304.0,22828,1304,2000-01-20,Grove Press
11468,The Vintage Book of Contemporary American Short Stories,Tobias Wolff,4.11,679745130.0,9780000000000.0,eng,576.0,1227,79,1994-09-06,Vintage
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.24,312243359.0,9780000000000.0,eng,356.0,24862,1443,1999-09-04,Picador USA
11473,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review and Philip Gourevitch and Rebecca West and Elizabeth Bishop and Robert  Stone and Robert Gottlieb and Richard Price and Billy Wilder and Jack Gilbert and Joan Didion and Dorothy Parker and Truman Capote and Ernest Hemingway and TS Eliot and Saul Bellow and Jorge Luis Borges and Kurt Vonnegut Jr and James M Cain,4.37,312361750.0,9780000000000.0,eng,510.0,866,103,2006-10-17,Picador USA
11481,Sons of Mississippi: A Story of Race and Its Legacy,Paul Hendrickson,3.81,375704256.0,9780000000000.0,eng,368.0,170,31,2004-01-06,Vintage
11482,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson and Marion Post Wolcott,4.07,394577299.0,9780000000000.0,eng,297.0,14,3,1992-04-21,Alfred A. Knopf
11486,The Color Purple,Alice Walker,4.2,671727796.0,9780000000000.0,eng,295.0,445206,9643,2004-04-01,Pocket
11492,Bright Purple: Color Me Confused (TrueColors  #10),Melody Carlson,3.49,1576839508.0,9780000000000.0,eng,213.0,806,61,2006-09-05,Th1nk Books
11494,Humboldt's Gift,Saul Bellow,3.86,140189440.0,9780000000000.0,eng,487.0,6995,378,1996-06-01,Penguin Classics
11499,The Promise,Chaim Potok,4.15,1400095417.0,9780000000000.0,eng,368.0,11255,499,2005-11-08,Anchor Books
11502,The Gift of Asher Lev,Chaim Potok,4.16,449001156.0,9780000000000.0,eng,384.0,6224,339,1997-09-10,Ballantine Books
11507,My Name Is Asher Lev,Chaim Potok,4.21,1400031044.0,9780000000000.0,eng,369.0,32785,2398,2003-03-11,Anchor
11511,L'Échiquier du mal,Dan Simmons,3.9,2207254410.0,9780000000000.0,fre,999.0,63,7,2003-06-08,Denoël
11514,L'Éveil d'Endymion II,Dan Simmons,4.25,2266106341.0,9780000000000.0,fre,410.0,19,0,2000-07-06,Pocket
11518,L'Épée de Darwin,Dan Simmons and Guy Abadia,3.33,2268043185.0,9780000000000.0,fre,436.0,3,0,2002-11-20,Éditions du Rocher
11519,Les Fils des ténèbres,Dan Simmons,3.71,2226074740.0,9780000000000.0,fre,464.0,6,0,1994-10-01,Albin Michel
11520,Endymion: Pforten der Zeit,Dan Simmons,4.17,3442353920.0,9780000000000.0,ger,672.0,3,0,2001-02-01,Blanvalet Taschenbuch
11525,1 000 Places to See Before You Die,Patricia Schultz,3.85,761104844.0,9780000000000.0,eng,992.0,36303,439,2003-05-22,Workman Publishing Company
11535,The Crook Factory,Dan Simmons,3.8,380789175.0,9780000000000.0,eng,580.0,1108,89,2000-08-01,HarperTorch
11548,Mine,Robert R McCammon,3.9,671739441.0,9780000000000.0,en-GB,496.0,9111,231,1991-05-01,Pocket Books
11549,Gone South,Robert R McCammon,3.93,671743074.0,9780000000000.0,eng,400.0,4849,228,1993-08-01,Pocket Books
11550,Usher's Passing,Robert R McCammon,3.92,671769928.0,9780000000000.0,eng,416.0,3226,143,1992-10-01,Pocket Books
11551,The Wolf's Hour,Robert R McCammon,4.06,671731424.0,9780000000000.0,eng,603.0,8741,326,1990-08-15,Pocket Books
11553,Boy's Life,Robert R McCammon,4.35,671743058.0,9780000000000.0,eng,580.0,17540,1740,1992-05-01,Pocket Books
11556,Stinger,Robert R McCammon,3.87,671737767.0,9780000000000.0,en-US,538.0,5725,147,1988-04-01,Pocket Books
11557,Swan Song,Robert R McCammon,4.28,671741039.0,9780000000000.0,eng,956.0,46244,2540,1987-06-01,Pocket Books
11565,The Secretary of Dreams  Volume One,Stephen King and Glenn Chadbourne,4.47,1587671409.0,9780000000000.0,eng,281.0,291,7,2006-10-30,Cemetery Dance Publications
11566,The Green Mile,Stephen King,4.44,451933028.0,9780000000000.0,eng,592.0,207869,4570,1996-09-01,Penguin Signet
11570,Dreamcatcher,Stephen King and William Olivier Desmond and Maria Teresa Marenco,3.63,2226131906.0,9780000000000.0,fre,688.0,136312,1617,2002-03-01,Albin Michel
11571,Storm of the Century: An Original Screenplay,Stephen King,3.92,965796930.0,9780000000000.0,en-US,376.0,252,14,1999-01-01,Book of the Month Club
11574,The Body,Stephen King and Robin Waterfield,4.25,582418178.0,9780000000000.0,eng,80.0,29670,974,1999-12-20,Penguin Books
11580,Creepshow,Stephen King and Bernie Wrightson and Michele Wrightson,4.07,452253802.0,9780000000000.0,eng,66.0,34392,275,1982-08-01,Plume
11584,On Writing: A Memoir,Stephen King,4.33,340820462.0,9780000000000.0,eng,384.0,1118,142,2001-09-01,New English Library
11588,The Shining,Stephen King,4.22,450040186.0,9780000000000.0,eng,659.0,978535,15105,1980-07-01,New English Library (Hodder & Stoughton)
11594,La Torre Oscura VII - Tomo 2 of 2 (La Torre Oscura  #7),Stephen King and Vernica Canales,4.24,9506440824.0,9790000000000.0,spa,496.0,192,9,2006-04-28,Plaza y Janés
11601,The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,Lois H Gresh and Robert E Weinberg,3.42,471782475.0,9780000000000.0,eng,272.0,62,9,2007-08-01,Wiley
11604,The Girl Who Loved Tom Gordon,Stephen King,3.59,671042858.0,9780000000000.0,eng,264.0,1997,184,2000-02-01,Pocket Books
11605,Riding the Bullet,Stephen King and Josh Hamilton,3.63,743525876.0,9780000000000.0,eng,66.0,11649,270,2002-05-01,Simon  Schuster Audio
11606,The Bachman Books: Four Early Novels by Stephen King,Stephen King and Richard Bachman,4.11,453005071.0,9780000000000.0,eng,692.0,1098,84,1985-10-04,NAL Books
11611,Stand by Me,Raynold Gideon,4.32,9998691567.0,9790000000000.0,eng,96.0,1436,24,1986-06-01,Columbia Pictures Pubns
11613,La danza de la muerte,Stephen King and Eduardo Goligorsky,4.34,8401321689.0,9790000000000.0,spa,613.0,64,3,1986-07-10,Plaza & Janes Editores Sa
11617,The Life of Emily Dickinson,Richard B Sewall,4.29,674530802.0,9780000000000.0,eng,821.0,315,20,1998-07-15,Harvard University Press
11619,The Poems of Emily Dickinson,Emily Dickinson and RW Franklin,4.25,674018249.0,9780000000000.0,eng,690.0,475,39,2005-10-01,Belknap Press
11621,Selected Poetry of Emily Dickinson,Emily Dickinson,4.17,385487185.0,9780000000000.0,eng,299.0,77,3,1997-04-14,Doubleday Books
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath and Karen V Kukil,4.31,385720254.0,9780000000000.0,eng,732.0,14009,483,2000-10-17,Anchor
11625,Ariel: The Restored Edition,Sylvia Plath and Frieda Hughes,4.27,60732601.0,9780000000000.0,eng,256.0,3737,283,2018-03-06,Harper Perennial Modern Classics
11627,The Colossus and Other Poems,Sylvia Plath,4.19,375704469.0,9780000000000.0,eng,84.0,9140,224,1998-05-19,Vintage
11630,Rough Magic: A Biography of Sylvia Plath,Paul Alexander,3.92,306812991.0,9780000000000.0,eng,402.0,1516,60,2003-09-18,Da Capo Press
11632,The Journals of Sylvia Plath,Sylvia Plath and Ted Hughes and Frances McCullough,4.17,385493916.0,9780000000000.0,eng,384.0,1163,64,1998-05-11,Anchor
11635,The Death and Life of Sylvia Plath,Ronald Hayman,3.67,750934220.0,9780000000000.0,eng,224.0,453,24,2003-07-24,Sutton
11643,Te Kaihau: The Windeater,Keri Hulme,3.72,807611689.0,9780000000000.0,eng,239.0,165,16,1987-02-01,George Braziller
11650,American Pastoral (The American Trilogy  #1),Philip Roth,3.92,99771810.0,9780000000000.0,eng,432.0,47156,3007,1998-03-05,Vintage
11653,I Married a Communist (The American Trilogy  #2),Philip Roth,3.81,375707212.0,9780000000000.0,eng,323.0,4996,325,1999-11-02,Vintage
11654,Sabbath's Theater,Philip Roth,3.85,679772596.0,9780000000000.0,eng,451.0,6993,482,1996-08-06,Vintage
11655,The Counterlife,Philip Roth,3.91,679749047.0,9780000000000.0,eng,336.0,3192,195,1996-08-06,Vintage
11656,Rabbit Angstrom: The Four Novels,John Updike,4.26,679444599.0,9780000000000.0,eng,1520.0,1512,148,1995-10-17,Everyman's Library
11657,Terrorist,John Updike,3.17,307264653.0,9780000000000.0,eng,320.0,3490,410,2006-06-06,Knopf
11663,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,3.98,345464567.0,9780000000000.0,eng,640.0,811,55,2003-11-04,Ballantine Books
11664,Brazil,John Updike,3.45,449911632.0,9780000000000.0,eng,272.0,2001,150,1996-08-27,Random House Trade Paperbacks
11665,Conversations with John Updike,James Plath,3.57,878057005.0,9780000000000.0,eng,302.0,14,2,2011-10-21,University Press of Mississippi
11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,449911942.0,9780000000000.0,eng,608.0,13361,395,1996-08-27,Random House Trade
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach and Richard Hefter,4.02,30420563.0,9780000000000.0,eng,32.0,92,5,1978-03-01,Holt  Rinehart and Winston  Inc.
11669,The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68,60845309.0,9780000000000.0,en-US,448.0,132,19,2005-07-05,Harper Perennial
11670,Mr. Ives' Christmas,Oscar Hijuelos,3.76,60927542.0,9780000000000.0,eng,256.0,949,128,2003-12-23,Harper Perennial
11671,A Simple Habana Melody,Oscar Hijuelos,3.45,60928697.0,9780000000000.0,eng,368.0,330,36,2003-06-17,Harper Perennial
11672,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,3.69,60975946.0,9780000000000.0,eng,496.0,467,31,2003-12-23,Harper Perennial
11684,The Known World,Edward P Jones,3.83,7195303.0,9780000000000.0,eng,388.0,449,83,2004-10-01,Harper Perennial
11686,The Stories of John Cheever,John Cheever and Pelle FritzCrone,4.27,375724427.0,9780000000000.0,eng,693.0,12270,529,2000-05-16,Vintage International
11690,Istanbul: Memories and the City,Orhan Pamuk,3.79,1400033888.0,9780000000000.0,eng,356.0,11930,973,2006-07-11,Vintage International
11692,The Black Book,Orhan Pamuk and Maureen Freely and   ,3.91,1400078652.0,9780000000000.0,eng,466.0,6352,425,2006-07-11,Vintage
11693,The White Castle,Orhan Pamuk and Victoria Rowe Holbrook,3.46,571164668.0,9780000000000.0,eng,161.0,6994,431,2000-07-26,Faber and Faber
11695,La Vida Nueva,Orhan Pamuk and Rafael Carpintero,3.56,9707707763.0,9790000000000.0,spa,282.0,7,0,2006-10-01,Alfaguara
11697,Granta 85: Hidden Histories,Ian Jack,3.83,1929001150.0,9780000000000.0,eng,254.0,34,4,2004-05-07,Grove Press  Granta
11698,Me llamo rojo,Orhan Pamuk and Rafael Carpintero,3.85,8466368876.0,9790000000000.0,spa,687.0,413,45,2007-01-01,Punto de Lectura
11701,The Collected Poems  1957-1987,Octavio Paz and Eliot Weinberger and Elizabeth Bishop,4.3,811211738.0,9780000000000.0,eng,669.0,2896,46,1991-04-17,New Directions Publishing Corporation
11704,Sor Juana: Or  the Traps of Faith,Octavio Paz and Margaret Sayers Peden,4.22,674821068.0,9780000000000.0,eng,547.0,44,6,1990-01-02,Belknap Press
11705,Selected Poems,Octavio Paz and Eliot Weinberger and Charles Tomlinson and William Carlos Williams and Monique Fong Wust and G Aroul and Elizabeth Bishop and Paul Blackburn and Lysander Kemp and Denise Levertov and Muriel Rukeyser and Mark Strand,4.21,811208990.0,9780000000000.0,eng,160.0,373,18,1984-09-17,New Directions
11707,The Double Flame: Love and Eroticism,Octavio Paz and Helen Lane,4.21,156003651.0,9780000000000.0,eng,276.0,602,30,1996-06-01,Harcourt
11715,The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella and Michael Ondaatje,3.86,413715000.0,9780000000000.0,eng,224.0,25,1,1997-02-24,Bloomsbury Methuen Drama
11723,Angels & Insects,AS Byatt,3.65,676503187.0,9780000000000.0,eng,292.0,7,0,1994-03-29,Vintage Books
11728,The Blue Flower,Penelope Fitzgerald,3.47,395859972.0,9780000000000.0,eng,226.0,3334,514,1997-04-15,Mariner Books
11729,The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald and Frank Kermode,4.07,1400041260.0,9780000000000.0,en-US,472.0,32,7,2003-09-23,Everyman's Library
11734,The Human Stain (The American Trilogy  #3),Philip Roth,3.88,99282194.0,9780000000000.0,eng,384.0,25422,1410,2001-04-05,Vintage
11741,Housekeeping,Marilynne Robinson,3.82,312424094.0,9780000000000.0,eng,219.0,34723,4489,2004-11-01,Picador USA
11751,All Aunt Hagar's Children: Stories,Edward P Jones,3.78,60557567.0,9780000000000.0,en-US,399.0,1614,212,2006-08-29,Amistad
11762,White Noise,Don DeLillo,3.87,140283307.0,9780000000000.0,eng,320.0,55821,2523,1999-06-01,Penguin Books
11765,Americana,Don DeLillo,3.43,2868698220.0,9780000000000.0,eng,454.0,3683,238,1993-08-10,Actes Sud
11766,Love-Lies-Bleeding,Don DeLillo,3.41,743273060.0,9780000000000.0,eng,112.0,300,24,2006-01-10,Scribner
11767,The Body Artist,Don DeLillo,3.24,743203968.0,9780000000000.0,eng,128.0,7201,500,2002-02-05,Scribner
11768,The Hotel New Hampshire,John Irving,3.9,552992097.0,9780000000000.0,eng,520.0,51267,1195,1982-10-22,Black Swan
11769,The Hotel New Hampshire,John Irving,3.9,552120405.0,9780000000000.0,eng,428.0,217,26,1982-12-31,Corgi Books
11771,Das Hotel New Hampshire,John Irving and Hans Hermann,3.9,3257211945.0,9780000000000.0,ger,597.0,301,19,1984-01-01,Diogenes Verlag
11772,El Hotel New Hampshire,John Irving and Iris Menndez,3.9,8472238660.0,9790000000000.0,spa,457.0,18,3,1995-09-01,TusQuets
11777,Black Girl/White Girl,Joyce Carol Oates,3.23,61125644.0,9780000000000.0,eng,288.0,2662,290,2006-10-17,Ecco
11779,Them (Wonderland Quartet  #3),Joyce Carol Oates and Elaine Showalter,3.71,345484401.0,9780000000000.0,eng,576.0,2686,230,2006-09-12,Modern Library
11780,You Must Remember This,Joyce Carol Oates,3.76,452280192.0,9780000000000.0,eng,436.0,2115,116,1998-11-01,Plume
11782,Missing Mom,Joyce Carol Oates,3.55,60816228.0,9780000000000.0,eng,464.0,3510,357,2006-08-22,Ecco
11784,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46,60735252.0,9780000000000.0,eng,292.0,1168,129,2006-09-01,HarperCollins Publishers
11785,Zombie,Joyce Carol Oates,3.34,452275008.0,9780000000000.0,eng,181.0,6028,821,1996-09-01,Plume
11796,Sabbath's Theater,Philip Roth,3.85,99582015.0,9780000000000.0,eng,451.0,128,9,1996-09-05,Vintage
11801,The Stone Diaries,Carol Shields,3.87,143036394.0,9780000000000.0,en-US,384.0,397,40,2005-08-30,Penguin Essential Editions
11809,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood,3.83,521010500.0,9780000000000.0,eng,332.0,54,4,2003-10-16,Cambridge University Press
11824,The Whipping Boy,Sid Fleischman and Peter Ss,3.57,60521228.0,9780000000000.0,eng,90.0,21191,1162,2003-04-15,Greenwillow Books
11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,689863624.0,9780000000000.0,eng,359.0,16021,594,2003-07-01,Aladdin Paperbacks
11854,Puzzle Pack: The Witch of Blackbird Pond,Mary B Collins,1.0,1583377824.0,9780000000000.0,eng,134.0,2,0,2005-08-15,Teacher's Pet Publications  Inc.
11861,City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P Trout,4.17,333666380.0,9780000000000.0,eng,288.0,0,0,1996-06-05,Palgrave Macmillan
11862,Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,4.25,1889032204.0,9780000000000.0,eng,162.0,317,40,2000-09-01,Timeless Texts
11873,The Confessions of Nat Turner,William Styron,3.97,99285568.0,9780000000000.0,eng,480.0,86,5,2004-07-01,Vintage Classics
11878,Darkness Visible: A Memoir of Madness,William Styron,4.04,679643524.0,9780000000000.0,eng,96.0,398,51,2007-01-23,Modern Library
11880,A Book of Blue Flowers,Robert L Geneve,3.83,881927694.0,9780000000000.0,eng,327.0,0,0,2006-02-01,Timber Press (OR)
11886,Falconer,John Cheever,3.66,224014013.0,9780000000000.0,eng,224.0,7,0,1977-07-07,Random House UK Ltd (A Division of Random House Group)
11890,The Wapshot Chronicle,John Cheever and Rick Moody,3.76,60528877.0,9780000000000.0,eng,352.0,6152,257,2003-06-03,Harper Perennial Modern Classics
11900,72 Hour Hold,Bebe Moore Campbell,3.81,1400033616.0,9780000000000.0,eng,336.0,1746,184,2006-07-11,Anchor
11901,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,4.11,99471426.0,9780000000000.0,eng,1207.0,87816,2577,2004-11-04,Arrow
11907,The Victim,Saul Bellow,3.53,140189386.0,9780000000000.0,en-US,272.0,1481,118,1996-03-01,Penguin Classics
11908,The Adventures of Augie March,Saul Bellow and Christopher Hitchens,3.84,143039571.0,9780000000000.0,eng,586.0,14789,756,2006-10-03,Penguin Classics
11910,Mr. Sammler's Planet,Saul Bellow and Stanley Crouch,3.76,142437832.0,9780000000000.0,eng,288.0,2721,135,2004-01-06,Penguin Classics
11915,Broken (Women of the Otherworld  #6),Kelley Armstrong,4.19,553588184.0,9780000000000.0,eng,444.0,25866,637,2006-04-25,Bantam
11917,Exit Strategy (Nadia Stafford #1),Kelley Armstrong,3.89,553588192.0,9780000000000.0,eng,480.0,6236,369,2007-06-26,Bantam
11918,Bitten (Otherworld  #1),Kelley Armstrong,4.05,452286034.0,9780000000000.0,eng,436.0,79710,3479,2004-09-07,Plume Books
11919,Haunted (Women of the Otherworld  #5),Kelley Armstrong,4.09,553587080.0,9780000000000.0,eng,495.0,21556,653,2005-05-31,Bantam Spectra
11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,4.08,553587064.0,9780000000000.0,eng,414.0,767,44,2004-05-27,Bantam Spectra
11921,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,4.13,553587072.0,9780000000000.0,eng,528.0,777,48,2004-10-26,Bantam Spectra
11922,Stolen (Women of the Otherworld  #2),Kelley Armstrong,4.15,452285933.0,9780000000000.0,eng,468.0,37400,1136,2004-09-28,Plume
11926,Moderato cantabile,Marguerite Duras,3.51,3518376780.0,9780000000000.0,fre,122.0,2525,112,1985-01-01,Suhrkamp
11932,The Line Between,Peter S Beagle,4.12,1892391368.0,9780000000000.0,eng,231.0,707,97,2006-08-15,Tachyon Publications
11933,Tamsin,Peter S Beagle,4.02,451457633.0,9780000000000.0,eng,288.0,3033,241,1999-10-01,Firebird
11934,The Fantasy Worlds of Peter Beagle,Peter S Beagle,4.21,345289676.0,9780000000000.0,eng,430.0,530,35,1979-09-12,Del Rey
11938,The Innkeeper's Song,Peter S Beagle,3.89,451452887.0,9780000000000.0,eng,346.0,2015,136,1993-11-01,Roc
11949,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,4.37,1885972105.0,9780000000000.0,eng,128.0,112,9,2011-03-03,Lodestar Books
11970,The Humanoids (Humanoids #1),Jack Williamson,3.75,312852533.0,9780000000000.0,eng,299.0,898,48,1996-01-15,Orb Books
11978,Terraforming Earth,Jack Williamson,3.46,765344971.0,9780000000000.0,eng,352.0,17,3,2003-02-17,Tor Science Fiction
11980,Les jeux sont faits,JeanPaul Sartre,3.96,2070394824.0,9780000000000.0,fre,165.0,1951,77,1996-02-01,Gallimard Education
11988,The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus and Stuart Gilbert and Justin OBrien and David Bellos,4.34,1400042550.0,9780000000000.0,eng,656.0,843,30,2004-08-17,Everyman's Library
11990,The Rebel,Albert Camus and Anthony Bower and Herbert Read,4.15,679733841.0,9780000000000.0,eng,320.0,9227,256,1992-01-01,Vintage
11991,The Fall,Albert Camus and Justin OBrien,4.04,679720227.0,9780000000000.0,eng,147.0,53697,1772,1991-05-07,Vintage
11993,Camus at Combat: Writing 1944-1947,Albert Camus and Jacqueline LeviValensi and Arthur Goldhammer and David Carroll,4.19,691120048.0,9780000000000.0,fre,334.0,134,5,2006-01-16,Princeton University Press
11995,Resistance  Rebellion and Death: Essays,Albert Camus and Justin OBrien,4.2,679764011.0,9780000000000.0,en-US,288.0,2448,104,1995-08-29,Vintage
11996,I Who Have Never Known Men,Jacqueline Harpman and Ros Schwartz,4.09,380731819.0,9780000000000.0,eng,206.0,516,71,1998-07-01,Harper Voyager
12000,Crime Novels: American Noir of the 1950s,Robert Polito and Jim Thompson and Patricia Highsmith and Charles Willeford and David Goodis and Chester Himes,4.37,1883011493.0,9780000000000.0,eng,892.0,420,34,1997-09-01,Library of America
12001,Raise High the Roof Beam  Carpenters and Seymour: an Introduction,JD Salinger,4.11,140237518.0,9780000000000.0,eng,134.0,251,19,1998-10-03,Hamish Hamilton
12009,The Algebraist,Iain M Banks,4.02,1597800449.0,9780000000000.0,eng,434.0,15363,560,2006-06-01,Night Shade Books
12013,Excession (Culture  #5),Iain M Banks,4.21,553575376.0,9780000000000.0,eng,499.0,20051,759,1998-02-02,Bantam Spectra (NY)
12016,Look to Windward (Culture  #7),Iain M Banks,4.2,743421922.0,9780000000000.0,eng,496.0,17025,436,2002-11-01,Pocket Books/Simon & Schuster (NY)
12018,Exzession (Culture  #5),Iain M Banks and Irene Bonhorst,4.21,3453196791.0,9780000000000.0,ger,655.0,24,2,2002-03-01,Heyne
12019,Iain Banks' 'The Wasp Factory'  'The Crow Road' and 'Whit',Alan MacGillivray,3.92,948877480.0,9780000000000.0,eng,80.0,59,3,2001-04-19,Association for Scottish Literary Studies
12022,A Song Of Stone,Iain Banks,3.17,316640166.0,9780000000000.0,eng,280.0,78,10,2009-01-01,Little Brown
12034,Selected Poems,Herman Melville and Robert Faggen,3.77,143039032.0,9780000000000.0,eng,384.0,31,2,2006-06-27,Penguin Classics
12035,Herman Melville: A Biography,Hershel Parker,4.22,801881854.0,9780000000000.0,eng,928.0,3,0,2005-08-15,Johns Hopkins University Press
12036,The Confidence-Man,Herman Melville and Tony Tanner and John Dugdale,3.65,192837621.0,9780000000000.0,eng,361.0,1876,161,1999-11-11,Oxford University Press
12043,The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,3.48,312264895.0,9780000000000.0,eng,208.0,34,2,2000-05-12,St. Martin's Press
12047,Days: A Tangier Diary,Paul Bowles,3.31,61137367.0,9780000000000.0,eng,128.0,123,16,2006-06-13,Ecco
12048,The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles and Daniel Halpern,4.19,1931082197.0,9780000000000.0,eng,940.0,264,21,2002-08-26,Library of America
12049,The Spider's House,Paul Bowles and Francine Prose,4.02,61137030.0,9780000000000.0,eng,432.0,1123,99,2006-10-31,Ecco
12050,A Hundred Camels in the Courtyard,Paul Bowles,3.98,872860027.0,9780000000000.0,eng,90.0,313,23,2001-01-01,City Lights Publishers
12052,Collected Stories and Later Writings,Paul Bowles and Daniel Halpern,4.41,1931082200.0,9780000000000.0,en-US,1050.0,128,11,2002-08-26,Library of America
12055,Points in Time,Paul Bowles,3.67,61139637.0,9780000000000.0,eng,96.0,181,26,2006-10-31,Ecco
12059,The Accidental Bodyguard (Accidental  #2),Ann Major,3.25,373760035.0,9780000000000.0,eng,192.0,18,0,1996-04-24,Silhouette Desire
12066,The Nice and the Good,Iris Murdoch,3.84,140030344.0,9780000000000.0,eng,362.0,1539,90,1978-12-14,Penguin Books
12069,No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin and Laura Schlessinger,3.77,764200925.0,9780000000000.0,eng,224.0,284,33,2005-12-31,Bethany House Publishers
12070,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett and Neil Gaiman,4.25,60853972.0,9780000000000.0,eng,384.0,5036,582,2007-08-07,William Morrow / Harper
12073,Philosophical Investigations,Ludwig Wittgenstein and GEM Anscombe,4.23,631231277.0,9780000000000.0,eng,464.0,11067,187,2001-01-15,Blackwell Publishing  Inc.
